Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5,Familia6
Te De Cedron Organico De Mi Campo 15 Un,https://www.mercadolibre.com.ar/te-de-cedron-organico-de-mi-campo-15-un/p/MLA20883774#searchVariation=MLA20883774&position=23&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.533,MERCADOGOURMET.ONLINE,Nuevo  |  +50 vendidos,(2 disponibles),Nuevo  |  +50 vendidos,No disponible,#1542282398,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Ruda Hierba Medicinal X 100 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1157633751-ruda-hierba-medicinal-x-100-gramos-arcana-caeli-_JM#position=41&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.069,ARCANACAELI,Nuevo  |  +100 vendidos,(14 disponibles),Nuevo  |  +100 vendidos,No disponible,#1157633751,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Cápsulas Nescafé Dolce Gusto Chai Tea Latte X 16 ,https://www.mercadolibre.com.ar/capsulas-nescafe-dolce-gusto-chai-tea-latte-x-16/p/MLA20775685#searchVariation=MLA20775685&position=11&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,11.999,CPT Oficina,Nuevo  |  +5mil vendidos,(192 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1291103850,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan,nan
Inti Zen Te 8 Blends Cajax 15 Saquitos Mix Sabores ,https://www.mercadolibre.com.ar/inti-zen-te-8-blends-cajax-15-saquitos-mix-sabores/p/MLA19750752#searchVariation=MLA19750752&position=13&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.302,Ecomodico,Nuevo  |  +1000 vendidos,(25 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1360368759,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Bolsos Materos Porta Termo Stanley,https://articulo.mercadolibre.com.ar/MLA-928708826-bolsos-materos-porta-termo-stanley-_JM#position=42&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,32.274,MADERO EQUIPAMIENTOS,Nuevo  |  +500 vendidos,(6 disponibles),Nuevo  |  +500 vendidos,No disponible,#928708826,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,nan
Té Negro Dilmah Earl Grey Importado 10 saquitos,https://www.mercadolibre.com.ar/te-negro-dilmah-earl-grey-importado-10-saquitos/p/MLA19543792#searchVariation=MLA19543792&position=32&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.059,CONFECTIONERY FINE FOODS,Nuevo  |  +1000 vendidos,(9 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1158583219,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Hibiscus En Flor Premium Deshidratado 1kg | Sir Neko,https://articulo.mercadolibre.com.ar/MLA-918534304-hibiscus-en-flor-premium-deshidratado-1kg-sir-neko-_JM#position=43&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,32.688,SIR NEKO,Nuevo  |  +100 vendidos,(16 disponibles),Nuevo  |  +100 vendidos,No disponible,#918534304,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Negro Heredia 25 Saquitos Ensobrados X 50 Gr,https://www.mercadolibre.com.ar/te-negro-heredia-25-saquitos-ensobrados-x-50-gr/p/MLA19804297#searchVariation=MLA19804297&position=28&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.495,NUTRIVIRTUAL,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1365314431,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Canasta Matera Eco Cuero Porta Termo Mate,https://articulo.mercadolibre.com.ar/MLA-1176496460-canasta-matera-eco-cuero-porta-termo-mate-_JM#position=44&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,6.379,GLOBAL ROSS,Nuevo  |  +1000 vendidos,(79 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1176496460,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,nan
Te Saint Gottard Estuche Caja De Te Surtida Con 12 Sabores ,https://www.mercadolibre.com.ar/te-saint-gottard-estuche-caja-de-te-surtida-con-12-sabores/p/MLA20726948#searchVariation=MLA20726948&position=30&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,49.521,Provifood,Nuevo  |  +500 vendidos,(6 disponibles),Nuevo  |  +500 vendidos,No disponible,#1438344954,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Matcha Verde 250 Gr,https://www.mercadolibre.com.ar/te-matcha-verde-250-gr/p/MLA21238783#searchVariation=MLA21238783&position=26&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,30.831,ASIA.ORIENTAL,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1319748767,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
"Te quiero siempre, de Belen Lopez Medus y Maria Casabal. Editorial deautor, tapa dura, edición tapa blanda en español, 2021",https://www.mercadolibre.com.ar/te-quiero-siempre-de-belen-lopez-medus-y-maria-casabal-editorial-deautor-tapa-dura-edicion-tapa-blanda-en-espanol-2021/p/MLA24079006#searchVariation=MLA24079006&position=27&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,7.484,LIBRENTA,Nuevo  |  +1000 vendidos,(33 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1380025149,2024-02-28 11:14:58,"Libros, Revistas y Comics",Libros Físicos,nan,na,nan,nan
"Pack Ice Tea, Hebras Para Té Helado. 6 Bolsas Al Precio De 5",https://articulo.mercadolibre.com.ar/MLA-880451855-pack-ice-tea-hebras-para-te-helado-6-bolsas-al-precio-de-5-_JM#position=45&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,16.500,M.S.ALVAREZ,Nuevo  |  +100 vendidos,(4894 disponibles),Nuevo  |  +100 vendidos,No disponible,#880451855,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te Matcha Slim Bajar De Peso Adelgazar ,https://articulo.mercadolibre.com.ar/MLA-1620372440-te-matcha-slim-bajar-de-peso-adelgazar-_JM#position=46&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,21.524,TOTALSELLING16,Nuevo  |  +25 vendidos,(42 disponibles),Nuevo  |  +25 vendidos,No disponible,#1620372440,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Equipo Matero Termo Mate Uruguayo Bombilla Latas Y Canasta,https://articulo.mercadolibre.com.ar/MLA-1256831983-equipo-matero-termo-mate-uruguayo-bombilla-latas-y-canasta-_JM#position=47&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,39.374,TIENDA DOSAMIGOS,Nuevo  |  +1000 vendidos,(8 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1256831983,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Juegos de Mate,nan
"Té Inti Zen en saquitos Ceylón, bergamota y pétalos de rosa 15 u",https://www.mercadolibre.com.ar/te-inti-zen-en-saquitos-ceylon-bergamota-y-petalos-de-rosa-15u/p/MLA16030064#searchVariation=MLA16030064&position=29&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.322,ECOMODICO,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1384926401,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Mate Te De Coca Windsor X2 Cajas De 100 Saquitos,https://articulo.mercadolibre.com.ar/MLA-1112880738-mate-te-de-coca-windsor-x2-cajas-de-100-saquitos-_JM#position=48&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,26.499,LALINDA REGIONALES,Nuevo  |  +50 vendidos,(17 disponibles),Nuevo  |  +50 vendidos,No disponible,#1112880738,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Otras Infusiones,nan,nan
Tisana Laxante En Saquitos X 20 Unidades. Saint Gottard,https://www.mercadolibre.com.ar/tisana-laxante-en-saquitos-x-20-unidades-saint-gottard/p/MLA20722761#searchVariation=MLA20722761&position=25&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.731,DIETETICA CALLLAO,Nuevo  |  +1000 vendidos,(65 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1292444016,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
"Té Saint Gottard Citrus Mix, Jengibre Y Sabor Miel",https://www.mercadolibre.com.ar/te-saint-gottard-citrus-mix-jengibre-y-sabor-miel/p/MLA20006978#searchVariation=MLA20006978&position=14&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.160,CONFECTIONERY FINE FOODS,Nuevo  |  +1000 vendidos,(79 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1347184554,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Mochila Bolso  Matera Equipo Para Mate Porta Termo Premium,https://articulo.mercadolibre.com.ar/MLA-1205579893-mochila-bolso-matera-equipo-para-mate-porta-termo-premium-_JM#position=49&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,13.430,DEGAFAS.COM.AR,Nuevo  |  +1000 vendidos,(495 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1205579893,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,nan
Te Inti Zen Herbal Mix Tisanas Blend Saquitos,https://www.mercadolibre.com.ar/te-inti-zen-herbal-mix-tisanas-blend-saquitos/p/MLA19566711#searchVariation=MLA19566711&position=21&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.900,TIENDA.ANDALHUE,Nuevo  |  +1000 vendidos,(9 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1468966528,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
"Mezcla Anti Celulitis, Centella, Te Verde, Hisopo Oasis",https://articulo.mercadolibre.com.ar/MLA-826418397-mezcla-anti-celulitis-centella-te-verde-hisopo-oasis-_JM#position=50&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,3.505,DIETETICA CALLLAO,Nuevo  |  +100 vendidos,(82 disponibles),Nuevo  |  +100 vendidos,No disponible,#826418397,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Collar Te Amo 100 Idiomas Corazon Largo + Cajita De Regalo,https://articulo.mercadolibre.com.ar/MLA-855452253-collar-te-amo-100-idiomas-corazon-largo-cajita-de-regalo-_JM#position=51&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,4.290,MILENIA JOYAS,Nuevo  |  +5mil vendidos,(169 disponibles),Nuevo  |  +5mil vendidos,No disponible,#855452253,2024-02-28 11:14:58,Joyas y Relojes,Joyas y Bijouterie,Collares,na,nan,nan
Te Lipton Yellow Label Caja 20 Saquitos - Pack X 5 Unidades,https://www.mercadolibre.com.ar/te-lipton-yellow-label-caja-20-saquitos-pack-x-5-unidades/p/MLA26982171#searchVariation=MLA26982171&position=18&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,59.990,ELECTROTHINGS,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1388035319,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Paico Hierba Medicinal X 250 Gramos - Arcana Caeli,https://articulo.mercadolibre.com.ar/MLA-1157164849-paico-hierba-medicinal-x-250-gramos-arcana-caeli-_JM#position=52&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.880,ARCANACAELI,Nuevo  |  +50 vendidos,(4 disponibles),Nuevo  |  +50 vendidos,No disponible,#1157164849,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Mochila Matera Bolso Porta Termo 2 En 1 Trendy Con Llavero ,https://articulo.mercadolibre.com.ar/MLA-1288648722-mochila-matera-bolso-porta-termo-2-en-1-trendy-con-llavero-_JM#position=53&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,24.735,TODOSOBRERUEDAS_ONLINE,Nuevo  |  +500 vendidos,(18 disponibles),Nuevo  |  +500 vendidos,OFERTA DEL DÍA,#1288648722,2024-02-28 11:14:58,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos,nan
Te Detox Adelgazantes Frutales Saintgottard,https://articulo.mercadolibre.com.ar/MLA-859297679-te-detox-adelgazantes-frutales-saintgottard-_JM#position=54&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,4.144,DIETETICA CALLLAO,Nuevo  |  +500 vendidos,(57 disponibles),Nuevo  |  +500 vendidos,No disponible,#859297679,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Te En Saquitos La Virginia Virgin Islands X 50 Saquitos,https://www.mercadolibre.com.ar/te-en-saquitos-la-virginia-virgin-islands-x-50-saquitos/p/MLA19855744#searchVariation=MLA19855744&position=19&search_layout=stack&type=product&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,2.965,Ecomodico,Nuevo  |  +100 vendidos,(70 disponibles),Nuevo  |  +100 vendidos,No disponible,#1272834154,2024-02-28 11:14:58,Alimentos y Bebidas,Almacén,Infusiones,Té,nan,nan
Collar Te Amo 100 Idiomas + Cajita De Regalo Cadena Colgante,https://articulo.mercadolibre.com.ar/MLA-1301675183-collar-te-amo-100-idiomas-cajita-de-regalo-cadena-colgante-_JM#position=55&search_layout=stack&type=item&tracking_id=94bd8fbf-5d43-49d6-aab6-e3ab319c0fc6,4.054,TIENDAINLINE,Nuevo  |  +1000 vendidos,(1988 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1301675183,2024-02-28 11:14:58,Joyas y Relojes,Joyas y Bijouterie,Collares,na,nan,nan
